TECNOLOGIA INSTALADA,INSTITUCION,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,ESTATUS,CODIGO POSTAL
0.0,20.0,74.0,97.0,2.0,104.0,299.0,2521.0,0.0,45608.0
1.0,20.0,74.0,107.0,2.0,40.0,346.0,3890.0,2.0,44460.0
0.0,20.0,74.0,103.0,13.0,5.0,440.0,1761.0,0.0,46600.0
0.0,20.0,79.0,97.0,2.0,103.0,353.0,971.0,1.0,45400.0
1.0,20.0,74.0,83.0,10.0,87.0,921.0,2397.0,2.0,49300.0
0.0,22.0,74.0,103.0,1.0,99.0,805.0,2285.0,0.0,47728.0
1.0,22.0,74.0,103.0,8.0,31.0,178.0,2462.0,2.0,48680.0
1.0,20.0,79.0,103.0,5.0,12.0,55.0,3271.0,2.0,48900.0
0.0,20.0,74.0,97.0,13.0,78.0,427.0,1161.0,1.0,46560.0
0.0,20.0,74.0,97.0,2.0,104.0,983.0,1872.0,0.0,45525.0
1.0,22.0,74.0,103.0,10.0,87.0,921.0,828.0,2.0,49300.0
1.0,20.0,74.0,103.0,10.0,131.0,132.0,1005.0,2.0,49000.0
0.0,20.0,74.0,97.0,2.0,103.0,498.0,4018.0,0.0,45653.0
0.0,20.0,74.0,103.0,2.0,35.0,294.0,1023.0,1.0,45680.0
0.0,20.0,79.0,107.0,13.0,82.0,889.0,3492.0,0.0,46790.0
0.0,20.0,74.0,103.0,2.0,35.0,294.0,2879.0,0.0,45685.0
1.0,22.0,74.0,103.0,13.0,101.0,351.0,1924.0,2.0,46760.0
0.0,13.0,74.0,103.0,2.0,40.0,346.0,528.0,1.0,44429.0
1.0,20.0,79.0,83.0,10.0,87.0,921.0,4003.0,2.0,49300.0
0.0,20.0,74.0,103.0,2.0,51.0,387.0,2293.0,1.0,45880.0
0.0,20.0,58.0,87.0,6.0,61.0,759.0,1405.0,1.0,46040.0
1.0,20.0,74.0,103.0,2.0,127.0,1034.0,1817.0,2.0,45180.0
1.0,20.0,74.0,107.0,2.0,127.0,1034.0,664.0,2.0,45200.0
0.0,20.0,74.0,103.0,13.0,82.0,225.0,1490.0,1.0,46798.0
0.0,20.0,79.0,97.0,2.0,103.0,353.0,4544.0,1.0,45655.0
1.0,20.0,74.0,103.0,2.0,44.0,80.0,3207.0,2.0,45850.0
1.0,20.0,74.0,7.0,1.0,46.0,372.0,4110.0,2.0,47120.0
0.0,11.0,74.0,103.0,13.0,2.0,20.0,2115.0,1.0,45400.0
1.0,20.0,79.0,103.0,2.0,40.0,346.0,1632.0,2.0,44740.0
1.0,20.0,74.0,103.0,8.0,117.0,1006.0,839.0,2.0,48000.0
0.0,20.0,74.0,103.0,13.0,100.0,671.0,1405.0,1.0,46400.0
1.0,20.0,74.0,103.0,0.0,97.0,953.0,1631.0,2.0,47200.0
1.0,20.0,79.0,103.0,4.0,69.0,721.0,939.0,2.0,48320.0
0.0,20.0,79.0,103.0,2.0,127.0,1034.0,4457.0,0.0,45080.0
0.0,20.0,74.0,103.0,3.0,130.0,122.0,2045.0,1.0,45980.0
0.0,20.0,79.0,103.0,4.0,106.0,1017.0,1405.0,1.0,48450.0
0.0,20.0,79.0,103.0,1.0,0.0,768.0,1467.0,1.0,45470.0
1.0,22.0,74.0,103.0,2.0,40.0,346.0,3132.0,2.0,44460.0
0.0,20.0,79.0,103.0,1.0,6.0,207.0,1405.0,0.0,47180.0
0.0,20.0,79.0,97.0,2.0,127.0,1034.0,3700.0,0.0,45205.0
0.0,20.0,74.0,103.0,1.0,99.0,213.0,2900.0,1.0,47600.0
1.0,20.0,74.0,103.0,2.0,40.0,346.0,870.0,2.0,44760.0
0.0,20.0,74.0,103.0,2.0,107.0,987.0,4516.0,0.0,45412.0
0.0,20.0,74.0,103.0,10.0,11.0,996.0,2274.0,1.0,49200.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,2514.0,0.0,44950.0
0.0,20.0,74.0,107.0,2.0,45.0,928.0,1479.0,0.0,45260.0
0.0,23.0,74.0,103.0,2.0,40.0,346.0,1095.0,1.0,45400.0
0.0,20.0,74.0,107.0,5.0,26.0,101.0,1405.0,1.0,48950.0
1.0,20.0,79.0,103.0,4.0,69.0,721.0,1751.0,2.0,48290.0
0.0,20.0,74.0,107.0,13.0,100.0,671.0,1405.0,1.0,46400.0
0.0,7.0,74.0,97.0,2.0,127.0,346.0,1132.0,1.0,44700.0
0.0,20.0,74.0,103.0,2.0,127.0,1034.0,3971.0,0.0,45067.0
0.0,20.0,74.0,7.0,10.0,114.0,1000.0,716.0,1.0,49800.0
1.0,20.0,74.0,103.0,2.0,44.0,403.0,790.0,2.0,45850.0
0.0,11.0,74.0,103.0,8.0,117.0,346.0,1405.0,2.0,45400.0
0.0,20.0,74.0,107.0,3.0,130.0,418.0,2364.0,0.0,45980.0
0.0,20.0,79.0,103.0,2.0,40.0,346.0,4.0,1.0,44960.0
0.0,20.0,74.0,103.0,10.0,75.0,307.0,2818.0,1.0,49738.0
1.0,20.0,74.0,103.0,2.0,40.0,346.0,3209.0,2.0,44800.0
0.0,20.0,74.0,103.0,13.0,23.0,90.0,3285.0,1.0,48509.0
0.0,20.0,74.0,107.0,12.0,91.0,778.0,1405.0,1.0,49650.0
0.0,20.0,79.0,97.0,2.0,107.0,987.0,1501.0,1.0,45410.0
1.0,22.0,74.0,103.0,3.0,10.0,781.0,53.0,2.0,47755.0
1.0,22.0,74.0,103.0,1.0,48.0,379.0,2112.0,2.0,47950.0
0.0,20.0,74.0,97.0,2.0,132.0,920.0,62.0,0.0,45440.0
1.0,20.0,74.0,107.0,5.0,12.0,55.0,2564.0,2.0,48900.0
0.0,20.0,74.0,107.0,13.0,5.0,1021.0,3042.0,1.0,46600.0
1.0,20.0,79.0,103.0,4.0,69.0,367.0,256.0,2.0,48280.0
1.0,20.0,74.0,103.0,2.0,104.0,983.0,1205.0,2.0,45500.0
0.0,20.0,74.0,97.0,4.0,69.0,721.0,2524.0,0.0,48290.0
1.0,20.0,74.0,103.0,4.0,69.0,721.0,2083.0,2.0,48290.0
0.0,20.0,74.0,97.0,2.0,104.0,983.0,4354.0,0.0,45590.0
0.0,17.0,23.0,86.0,2.0,40.0,634.0,1518.0,1.0,44200.0
0.0,20.0,74.0,7.0,10.0,126.0,1032.0,1648.0,0.0,45750.0
1.0,20.0,74.0,103.0,1.0,60.0,629.0,4398.0,2.0,47340.0
1.0,20.0,74.0,103.0,0.0,56.0,507.0,3515.0,2.0,47470.0
0.0,20.0,74.0,97.0,13.0,2.0,20.0,3641.0,1.0,46730.0
0.0,20.0,74.0,97.0,6.0,121.0,664.0,1405.0,0.0,46100.0
0.0,20.0,74.0,103.0,3.0,64.0,821.0,2998.0,1.0,47780.0
0.0,22.0,74.0,103.0,2.0,103.0,871.0,1983.0,0.0,45650.0
0.0,20.0,79.0,83.0,2.0,40.0,346.0,2516.0,0.0,44960.0
1.0,20.0,79.0,7.0,2.0,40.0,346.0,714.0,2.0,44270.0
0.0,20.0,79.0,103.0,2.0,40.0,346.0,4594.0,1.0,44930.0
0.0,20.0,74.0,97.0,2.0,107.0,987.0,3072.0,0.0,45418.0
1.0,20.0,74.0,107.0,10.0,109.0,835.0,518.0,2.0,49850.0
0.0,20.0,74.0,97.0,13.0,2.0,120.0,3453.0,1.0,46730.0
0.0,17.0,16.0,89.0,1.0,99.0,690.0,4453.0,1.0,47711.0
0.0,20.0,74.0,97.0,10.0,114.0,1014.0,1405.0,1.0,49800.0
0.0,20.0,74.0,97.0,13.0,2.0,20.0,2094.0,0.0,46730.0
1.0,20.0,74.0,103.0,10.0,131.0,132.0,2138.0,2.0,49000.0
1.0,22.0,74.0,103.0,2.0,127.0,971.0,2634.0,2.0,45200.0
0.0,20.0,79.0,103.0,2.0,103.0,498.0,4588.0,0.0,45655.0
0.0,11.0,74.0,103.0,10.0,129.0,346.0,1405.0,1.0,45400.0
0.0,20.0,74.0,97.0,3.0,10.0,535.0,3138.0,0.0,47750.0
0.0,7.0,74.0,89.0,0.0,56.0,507.0,1405.0,1.0,45400.0
1.0,20.0,74.0,97.0,2.0,40.0,346.0,715.0,2.0,44380.0
0.0,20.0,74.0,97.0,13.0,82.0,80.0,3224.0,1.0,46775.0
0.0,20.0,74.0,97.0,2.0,107.0,987.0,349.0,0.0,45426.0
3.0,20.0,74.0,107.0,3.0,53.0,703.0,3575.0,2.0,47920.0
0.0,20.0,74.0,103.0,2.0,40.0,346.0,915.0,0.0,44720.0
1.0,20.0,74.0,103.0,3.0,10.0,763.0,2946.0,2.0,47767.0
0.0,22.0,74.0,103.0,2.0,127.0,1034.0,3659.0,2.0,45090.0
1.0,17.0,23.0,84.0,3.0,30.0,171.0,3606.0,2.0,47980.0
1.0,20.0,79.0,103.0,2.0,51.0,387.0,4173.0,2.0,45880.0
0.0,7.0,74.0,103.0,10.0,114.0,346.0,3257.0,1.0,45400.0
1.0,20.0,74.0,103.0,13.0,100.0,966.0,342.0,2.0,46400.0
0.0,20.0,79.0,103.0,2.0,35.0,542.0,1618.0,1.0,45693.0
1.0,20.0,74.0,103.0,13.0,89.0,279.0,2831.0,2.0,45310.0
0.0,20.0,74.0,97.0,13.0,32.0,891.0,1897.0,1.0,45360.0
1.0,20.0,79.0,7.0,10.0,11.0,52.0,3508.0,2.0,49200.0
1.0,23.0,74.0,20.0,13.0,37.0,346.0,2467.0,2.0,45400.0
1.0,7.0,74.0,103.0,3.0,50.0,346.0,185.0,2.0,45400.0
1.0,17.0,23.0,84.0,1.0,48.0,379.0,492.0,2.0,47950.0
1.0,22.0,74.0,103.0,9.0,84.0,869.0,2361.0,2.0,46990.0
0.0,20.0,74.0,83.0,2.0,40.0,346.0,2501.0,0.0,44950.0
1.0,20.0,74.0,107.0,4.0,69.0,721.0,1692.0,2.0,48290.0
0.0,20.0,79.0,103.0,2.0,103.0,389.0,1617.0,1.0,45679.0
1.0,23.0,74.0,103.0,2.0,40.0,346.0,3746.0,2.0,45400.0
1.0,17.0,8.0,89.0,2.0,127.0,37.0,3149.0,2.0,45100.0
0.0,20.0,74.0,107.0,2.0,127.0,1034.0,514.0,1.0,45067.0
0.0,11.0,74.0,103.0,5.0,123.0,346.0,1405.0,1.0,45400.0
1.0,20.0,74.0,103.0,2.0,127.0,1034.0,788.0,2.0,45190.0
0.0,20.0,74.0,97.0,10.0,87.0,1009.0,451.0,1.0,49330.0
1.0,20.0,79.0,103.0,2.0,40.0,346.0,4483.0,2.0,44300.0
0.0,20.0,74.0,97.0,10.0,92.0,1031.0,1405.0,1.0,49340.0
0.0,20.0,74.0,103.0,13.0,82.0,225.0,3366.0,0.0,46798.0
0.0,20.0,74.0,97.0,13.0,82.0,225.0,4724.0,0.0,46798.0
1.0,20.0,74.0,103.0,2.0,40.0,346.0,1710.0,2.0,44720.0
1.0,20.0,74.0,107.0,1.0,46.0,372.0,678.0,2.0,47120.0
1.0,20.0,74.0,107.0,1.0,6.0,903.0,1405.0,2.0,47185.0
1.0,9.0,74.0,103.0,2.0,103.0,346.0,3620.0,2.0,45640.0
0.0,20.0,74.0,103.0,2.0,40.0,346.0,4184.0,0.0,44920.0
1.0,20.0,58.0,87.0,2.0,40.0,346.0,1863.0,2.0,44740.0
1.0,14.0,74.0,103.0,13.0,32.0,346.0,2255.0,2.0,45380.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,2131.0,0.0,44910.0
1.0,20.0,74.0,103.0,2.0,107.0,987.0,496.0,2.0,45400.0
0.0,20.0,74.0,97.0,10.0,131.0,132.0,2140.0,1.0,49026.0
0.0,20.0,74.0,97.0,10.0,126.0,85.0,2244.0,0.0,45788.0
1.0,20.0,74.0,103.0,10.0,38.0,870.0,3008.0,2.0,49120.0
0.0,20.0,79.0,103.0,10.0,128.0,1036.0,991.0,0.0,49600.0
0.0,20.0,74.0,103.0,10.0,38.0,760.0,3994.0,1.0,49130.0
1.0,17.0,4.0,89.0,2.0,40.0,733.0,4496.0,2.0,44240.0
0.0,11.0,74.0,103.0,1.0,6.0,36.0,3597.0,0.0,47180.0
1.0,20.0,74.0,103.0,2.0,127.0,1034.0,2986.0,2.0,45100.0
0.0,22.0,74.0,103.0,10.0,128.0,286.0,2248.0,1.0,49600.0
0.0,20.0,74.0,103.0,2.0,127.0,1034.0,1836.0,0.0,45180.0
1.0,20.0,79.0,103.0,2.0,127.0,500.0,3771.0,2.0,45221.0
1.0,22.0,74.0,103.0,10.0,75.0,785.0,2017.0,2.0,49700.0
1.0,20.0,74.0,7.0,1.0,83.0,849.0,4016.0,2.0,47140.0
0.0,20.0,74.0,97.0,10.0,126.0,1032.0,486.0,0.0,45750.0
0.0,22.0,74.0,103.0,2.0,132.0,292.0,1659.0,1.0,45460.0
3.0,20.0,74.0,107.0,6.0,61.0,759.0,1405.0,2.0,46040.0
0.0,20.0,74.0,103.0,2.0,104.0,983.0,3479.0,0.0,45620.0
1.0,20.0,74.0,103.0,10.0,94.0,942.0,2356.0,2.0,49230.0
0.0,11.0,74.0,103.0,8.0,33.0,346.0,1405.0,1.0,45400.0
1.0,20.0,74.0,103.0,8.0,33.0,237.0,2568.0,2.0,48740.0
0.0,20.0,74.0,103.0,13.0,41.0,129.0,3466.0,1.0,46440.0
0.0,18.0,74.0,103.0,2.0,104.0,346.0,424.0,1.0,45400.0
0.0,20.0,74.0,103.0,1.0,6.0,62.0,910.0,1.0,47180.0
0.0,20.0,79.0,103.0,2.0,40.0,346.0,4086.0,0.0,44960.0
1.0,1.0,74.0,103.0,3.0,53.0,395.0,1361.0,2.0,45400.0
0.0,7.0,74.0,103.0,10.0,109.0,346.0,2599.0,1.0,45400.0
1.0,7.0,74.0,103.0,1.0,124.0,346.0,3277.0,2.0,45400.0
1.0,20.0,74.0,103.0,3.0,64.0,660.0,252.0,2.0,47882.0
0.0,23.0,74.0,50.0,1.0,6.0,346.0,2134.0,0.0,47180.0
0.0,20.0,74.0,97.0,10.0,126.0,67.0,862.0,0.0,45760.0
1.0,22.0,74.0,103.0,4.0,69.0,721.0,2790.0,2.0,48300.0
1.0,20.0,79.0,103.0,3.0,10.0,365.0,2713.0,2.0,47750.0
0.0,20.0,74.0,103.0,1.0,46.0,976.0,4342.0,0.0,47120.0
1.0,20.0,79.0,103.0,13.0,78.0,33.0,2806.0,2.0,46560.0
0.0,20.0,79.0,97.0,2.0,104.0,983.0,4513.0,1.0,45625.0
1.0,20.0,74.0,109.0,13.0,100.0,966.0,1645.0,2.0,46400.0
0.0,20.0,74.0,103.0,5.0,12.0,19.0,112.0,0.0,48920.0
1.0,7.0,74.0,103.0,3.0,111.0,346.0,3425.0,2.0,45400.0
0.0,11.0,74.0,103.0,2.0,40.0,346.0,1405.0,1.0,45400.0
1.0,20.0,74.0,7.0,10.0,131.0,132.0,879.0,2.0,49000.0
0.0,11.0,74.0,95.0,2.0,40.0,346.0,548.0,1.0,44100.0
0.0,20.0,79.0,83.0,13.0,5.0,31.0,1995.0,1.0,46600.0
0.0,20.0,74.0,83.0,2.0,127.0,1034.0,3813.0,0.0,45057.0
1.0,20.0,74.0,107.0,2.0,127.0,652.0,174.0,2.0,45201.0
0.0,20.0,79.0,97.0,2.0,103.0,871.0,4551.0,0.0,45650.0
1.0,20.0,74.0,97.0,3.0,19.0,24.0,4326.0,2.0,45920.0
0.0,20.0,74.0,97.0,0.0,56.0,796.0,1405.0,0.0,47400.0
0.0,20.0,74.0,107.0,10.0,105.0,149.0,3487.0,1.0,49760.0
1.0,22.0,74.0,103.0,12.0,91.0,1019.0,343.0,2.0,49660.0
1.0,20.0,58.0,105.0,2.0,40.0,346.0,3455.0,2.0,44100.0
1.0,10.0,74.0,103.0,3.0,10.0,346.0,4335.0,2.0,45400.0
0.0,11.0,74.0,103.0,12.0,49.0,380.0,1481.0,2.0,45400.0
0.0,20.0,74.0,107.0,2.0,40.0,346.0,4482.0,0.0,44720.0
0.0,20.0,79.0,103.0,10.0,75.0,25.0,785.0,1.0,49730.0
1.0,12.0,65.0,103.0,1.0,99.0,959.0,1829.0,2.0,45400.0
0.0,23.0,74.0,103.0,2.0,40.0,346.0,1114.0,1.0,45400.0
1.0,20.0,79.0,103.0,2.0,127.0,1034.0,2709.0,2.0,45190.0
1.0,22.0,74.0,103.0,4.0,69.0,536.0,3732.0,2.0,48260.0
0.0,22.0,74.0,103.0,1.0,124.0,616.0,2355.0,1.0,47310.0
1.0,20.0,74.0,107.0,2.0,132.0,1041.0,1172.0,2.0,45430.0
0.0,20.0,79.0,97.0,5.0,17.0,944.0,2009.0,0.0,48946.0
0.0,20.0,74.0,103.0,8.0,33.0,673.0,2849.0,0.0,48750.0
1.0,20.0,74.0,103.0,2.0,107.0,987.0,2823.0,2.0,45400.0
1.0,22.0,74.0,103.0,12.0,25.0,148.0,628.0,2.0,49170.0
1.0,20.0,79.0,83.0,10.0,131.0,132.0,3287.0,2.0,49000.0
0.0,20.0,79.0,97.0,2.0,40.0,346.0,1704.0,1.0,44770.0
1.0,14.0,74.0,103.0,3.0,50.0,382.0,1072.0,2.0,45800.0
3.0,20.0,74.0,103.0,8.0,117.0,478.0,4580.0,2.0,48000.0
0.0,7.0,74.0,97.0,2.0,127.0,346.0,4401.0,1.0,44920.0
0.0,20.0,79.0,103.0,2.0,103.0,498.0,621.0,0.0,45170.0
1.0,20.0,74.0,103.0,13.0,57.0,615.0,141.0,2.0,46470.0
1.0,22.0,74.0,103.0,2.0,127.0,1034.0,4680.0,2.0,45070.0
0.0,22.0,74.0,103.0,2.0,132.0,447.0,929.0,1.0,45430.0
1.0,23.0,74.0,103.0,2.0,40.0,346.0,1060.0,2.0,45400.0
1.0,8.0,74.0,103.0,2.0,127.0,1034.0,3226.0,2.0,45200.0
1.0,22.0,74.0,103.0,2.0,87.0,921.0,828.0,2.0,49300.0
0.0,20.0,74.0,103.0,10.0,94.0,436.0,1405.0,1.0,49230.0
0.0,20.0,79.0,103.0,4.0,106.0,422.0,4076.0,1.0,48460.0
1.0,20.0,58.0,87.0,2.0,40.0,346.0,1363.0,2.0,44600.0
0.0,20.0,74.0,97.0,13.0,5.0,31.0,2380.0,0.0,46600.0
0.0,20.0,79.0,103.0,1.0,83.0,849.0,3442.0,0.0,47140.0
1.0,20.0,74.0,107.0,4.0,69.0,721.0,2914.0,2.0,48290.0
1.0,20.0,74.0,103.0,2.0,127.0,1034.0,124.0,2.0,45100.0
1.0,22.0,74.0,103.0,3.0,19.0,790.0,4162.0,2.0,45940.0
1.0,22.0,74.0,103.0,1.0,124.0,1028.0,3743.0,2.0,45400.0
0.0,20.0,79.0,103.0,1.0,99.0,115.0,1419.0,1.0,47600.0
0.0,20.0,79.0,103.0,2.0,104.0,983.0,4387.0,1.0,45425.0
0.0,20.0,74.0,103.0,2.0,103.0,353.0,984.0,0.0,45655.0
1.0,20.0,74.0,107.0,2.0,40.0,346.0,1885.0,2.0,44220.0
0.0,20.0,74.0,103.0,10.0,128.0,1036.0,995.0,1.0,49600.0
0.0,17.0,29.0,89.0,13.0,23.0,91.0,1627.0,1.0,48510.0
1.0,20.0,74.0,103.0,8.0,34.0,246.0,1616.0,2.0,48700.0
0.0,20.0,74.0,103.0,6.0,61.0,135.0,1405.0,1.0,46040.0
0.0,6.0,74.0,103.0,1.0,6.0,346.0,1405.0,0.0,45400.0
0.0,20.0,74.0,103.0,2.0,104.0,983.0,1577.0,1.0,45590.0
1.0,7.0,74.0,97.0,2.0,107.0,346.0,3946.0,2.0,45400.0
0.0,20.0,74.0,107.0,1.0,76.0,446.0,1439.0,1.0,47190.0
0.0,20.0,74.0,107.0,2.0,40.0,346.0,16.0,0.0,44950.0
0.0,20.0,74.0,7.0,2.0,103.0,498.0,547.0,0.0,45684.0
1.0,22.0,74.0,103.0,2.0,120.0,1018.0,325.0,2.0,45745.0
1.0,20.0,74.0,103.0,4.0,69.0,721.0,175.0,2.0,48290.0
1.0,20.0,74.0,107.0,12.0,91.0,933.0,3160.0,2.0,49650.0
1.0,23.0,74.0,103.0,2.0,40.0,346.0,3020.0,2.0,45400.0
0.0,20.0,74.0,107.0,1.0,99.0,445.0,1484.0,1.0,47690.0
0.0,20.0,74.0,97.0,2.0,103.0,981.0,1324.0,0.0,45645.0
0.0,20.0,74.0,103.0,2.0,107.0,987.0,4378.0,0.0,45412.0
0.0,20.0,74.0,97.0,2.0,107.0,987.0,3247.0,0.0,45400.0
0.0,20.0,79.0,103.0,12.0,93.0,913.0,1405.0,1.0,49920.0
0.0,22.0,74.0,103.0,13.0,23.0,788.0,633.0,0.0,48520.0
1.0,22.0,74.0,103.0,0.0,56.0,507.0,3835.0,2.0,47400.0
0.0,20.0,74.0,103.0,8.0,95.0,661.0,1925.0,0.0,48554.0
0.0,20.0,74.0,103.0,2.0,103.0,498.0,4592.0,0.0,45655.0
0.0,7.0,74.0,103.0,2.0,120.0,346.0,4710.0,1.0,45400.0
1.0,20.0,74.0,103.0,2.0,28.0,167.0,74.0,2.0,45480.0
0.0,20.0,74.0,107.0,2.0,104.0,983.0,77.0,0.0,45560.0
1.0,20.0,79.0,103.0,4.0,69.0,721.0,2523.0,2.0,48290.0
3.0,20.0,74.0,107.0,13.0,89.0,749.0,555.0,2.0,45300.0
0.0,20.0,74.0,97.0,12.0,91.0,89.0,2128.0,1.0,49650.0
0.0,20.0,74.0,97.0,4.0,69.0,367.0,1922.0,0.0,48280.0
0.0,20.0,74.0,97.0,1.0,124.0,233.0,1405.0,1.0,47300.0
0.0,20.0,74.0,103.0,2.0,40.0,346.0,2508.0,0.0,44710.0
1.0,20.0,79.0,103.0,13.0,5.0,31.0,4438.0,2.0,46600.0
0.0,20.0,74.0,97.0,1.0,99.0,227.0,1405.0,1.0,47600.0
0.0,20.0,58.0,87.0,2.0,40.0,346.0,3021.0,1.0,44100.0
1.0,20.0,79.0,103.0,2.0,104.0,983.0,3731.0,2.0,45520.0
1.0,20.0,74.0,107.0,2.0,127.0,1034.0,3695.0,2.0,45230.0
1.0,20.0,74.0,103.0,4.0,106.0,384.0,42.0,2.0,48495.0
0.0,20.0,74.0,97.0,1.0,0.0,281.0,2064.0,1.0,45475.0
1.0,20.0,74.0,12.0,2.0,40.0,346.0,3055.0,2.0,44230.0
0.0,20.0,74.0,97.0,13.0,5.0,31.0,2993.0,1.0,46620.0
0.0,20.0,79.0,97.0,2.0,104.0,983.0,2103.0,1.0,45610.0
0.0,11.0,74.0,101.0,1.0,124.0,1028.0,1086.0,1.0,47300.0
0.0,20.0,74.0,103.0,2.0,103.0,871.0,1556.0,0.0,45650.0
0.0,20.0,74.0,97.0,13.0,82.0,305.0,1675.0,0.0,46785.0
0.0,17.0,8.0,89.0,2.0,40.0,70.0,639.0,1.0,45080.0
1.0,20.0,74.0,103.0,10.0,131.0,132.0,1154.0,2.0,49000.0
0.0,11.0,74.0,103.0,3.0,130.0,346.0,1405.0,1.0,45400.0
1.0,20.0,74.0,83.0,13.0,80.0,835.0,1839.0,2.0,46540.0
1.0,20.0,79.0,103.0,3.0,47.0,374.0,4707.0,2.0,47900.0
3.0,11.0,74.0,103.0,9.0,90.0,931.0,3709.0,2.0,45400.0
0.0,20.0,74.0,97.0,2.0,51.0,387.0,2997.0,1.0,45880.0
0.0,20.0,74.0,97.0,13.0,78.0,481.0,2442.0,1.0,46560.0
0.0,20.0,79.0,97.0,2.0,127.0,1034.0,4057.0,0.0,45060.0
0.0,20.0,74.0,97.0,1.0,76.0,271.0,1405.0,1.0,47190.0
0.0,20.0,74.0,103.0,13.0,78.0,481.0,2816.0,1.0,46560.0
1.0,20.0,74.0,83.0,2.0,44.0,368.0,808.0,2.0,45850.0
0.0,20.0,74.0,97.0,1.0,99.0,710.0,3864.0,0.0,47600.0
0.0,20.0,74.0,97.0,2.0,35.0,294.0,2870.0,0.0,45685.0
1.0,20.0,74.0,103.0,3.0,10.0,48.0,1649.0,2.0,47750.0
1.0,20.0,74.0,107.0,4.0,69.0,721.0,2011.0,2.0,48325.0
1.0,20.0,58.0,87.0,2.0,104.0,983.0,923.0,2.0,45580.0
1.0,20.0,74.0,107.0,0.0,74.0,776.0,1853.0,2.0,47590.0
1.0,20.0,74.0,87.0,2.0,40.0,346.0,1647.0,2.0,44400.0
0.0,20.0,79.0,97.0,2.0,35.0,294.0,4426.0,1.0,45690.0
1.0,20.0,74.0,103.0,0.0,36.0,322.0,421.0,2.0,47270.0
1.0,20.0,74.0,103.0,13.0,57.0,615.0,2708.0,2.0,46470.0
1.0,20.0,79.0,103.0,13.0,100.0,966.0,1931.0,2.0,46400.0
0.0,20.0,74.0,103.0,2.0,107.0,987.0,4554.0,1.0,45400.0
1.0,20.0,74.0,103.0,13.0,101.0,499.0,1565.0,2.0,46765.0
1.0,20.0,74.0,103.0,2.0,127.0,971.0,4402.0,2.0,45200.0
1.0,20.0,74.0,103.0,5.0,22.0,127.0,3328.0,2.0,48970.0
0.0,20.0,74.0,103.0,2.0,132.0,112.0,1405.0,1.0,45430.0
0.0,20.0,74.0,103.0,6.0,61.0,885.0,1405.0,1.0,46040.0
0.0,20.0,74.0,103.0,2.0,40.0,346.0,835.0,0.0,44690.0
0.0,20.0,79.0,97.0,2.0,40.0,346.0,3662.0,1.0,44750.0
1.0,20.0,74.0,103.0,1.0,99.0,959.0,187.0,2.0,47600.0
0.0,20.0,74.0,97.0,2.0,40.0,346.0,133.0,0.0,44450.0
1.0,20.0,74.0,103.0,2.0,40.0,346.0,2034.0,2.0,44200.0
0.0,20.0,74.0,103.0,1.0,99.0,775.0,4333.0,0.0,47700.0
1.0,20.0,74.0,107.0,12.0,59.0,621.0,4177.0,2.0,49500.0
0.0,20.0,79.0,103.0,8.0,117.0,369.0,3599.0,0.0,48000.0
0.0,20.0,74.0,103.0,2.0,132.0,462.0,2344.0,0.0,45430.0
0.0,20.0,74.0,103.0,1.0,83.0,187.0,3633.0,0.0,47140.0
1.0,9.0,74.0,103.0,2.0,40.0,346.0,3779.0,2.0,45400.0
1.0,20.0,74.0,7.0,10.0,75.0,785.0,1262.0,2.0,49700.0
2.0,23.0,74.0,100.0,2.0,40.0,346.0,681.0,0.0,44890.0
0.0,20.0,74.0,103.0,13.0,32.0,906.0,26.0,1.0,45350.0
0.0,20.0,74.0,97.0,13.0,5.0,31.0,4526.0,1.0,46600.0
1.0,22.0,74.0,103.0,0.0,56.0,507.0,1638.0,2.0,47400.0
0.0,20.0,74.0,97.0,10.0,131.0,132.0,2654.0,0.0,49070.0
1.0,23.0,74.0,103.0,5.0,54.0,346.0,3242.0,2.0,45400.0
0.0,22.0,74.0,103.0,5.0,12.0,55.0,2696.0,0.0,48900.0
0.0,17.0,8.0,103.0,2.0,40.0,151.0,2594.0,1.0,44100.0
1.0,18.0,74.0,103.0,2.0,40.0,346.0,363.0,2.0,45400.0
0.0,20.0,79.0,97.0,2.0,103.0,892.0,36.0,1.0,45655.0
0.0,11.0,74.0,103.0,13.0,23.0,346.0,1405.0,0.0,45400.0
1.0,20.0,74.0,103.0,2.0,107.0,987.0,375.0,2.0,45400.0
1.0,20.0,79.0,103.0,13.0,89.0,929.0,130.0,2.0,45300.0
1.0,22.0,74.0,103.0,4.0,16.0,313.0,3651.0,2.0,48400.0
0.0,20.0,74.0,103.0,2.0,103.0,480.0,1405.0,1.0,45640.0
1.0,20.0,74.0,103.0,2.0,127.0,452.0,2291.0,2.0,45200.0
1.0,20.0,74.0,103.0,6.0,61.0,632.0,367.0,2.0,46040.0
1.0,20.0,74.0,103.0,1.0,124.0,406.0,1405.0,2.0,47300.0
1.0,22.0,74.0,103.0,8.0,96.0,952.0,1091.0,2.0,48570.0
0.0,20.0,74.0,97.0,10.0,126.0,1032.0,4296.0,0.0,45750.0
1.0,5.0,74.0,103.0,0.0,56.0,507.0,2700.0,2.0,45400.0
