CLAVE DE INMUEBLE,TECNOLOGIA INSTALADA,ANCHO DE BANDA CONTRATADO 2014,INSTITUCION,NOMBRE DEL CENTRO,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,CODIGO POSTAL,LONGITUD,LATITUD,ESTATUS
1411753X, iMAX,2 MB,SEJ,RANCHO BLANCO,MATUTINO,PRIMARIA,SUR,ZAPOTITLAN DE VADILLO,RANCHO BLANCO (ANGELES CUSTODIOS),CONOCIDO,49770,-103.8343278,19.5403333,SIN SERVICIO
1410943C,ADSL,10 MB,SEJ,RAMON CORONA,MATUTINO,PRIMARIA,CENTRO,TONALA,TONALA,SAYULA 93,45412,-103.265725,20.6949472,SUSPENDIDO
1407192G, iMAX,2 MB,SEJ,MARIANO MATAMOROS,MATUTINO,PREESCOLAR,VALLES,MAGDALENA,MAGDALENA,TECOLOXUCHILT 10,46470,-103.9610722,20.9139889,SIN SERVICIO
1404476D,ADSL,2 MB,SEJ,IGNACIO ZARAGOZA,MATUTINO,PRIMARIA,SURESTE,MAZAMITLA,LA COFRADIA,CONOCIDO,49500,-103.0481972,19.9239278,SUSPENDIDO
1406885G, iMAX,2 MB,SEJ,MIGUEL HIDALGO,MATUTINO,SECUNDARIA,VALLES,AHUALULCO DE MERCADO,PORTES GIL (SAN IGNACIO),NICOLAS BRAVO # 150,46756,-103.9401667,20.6597278,SIN SERVICIO
SC_035, iMAX,2 MB,BIBLIOTECAS,JOSE DE JESUS L. HERRRA VELAZQUEZ,N/D,N/D,CIENEGA,LA BARCA,SAN JOSE CASAS CAIDAS,CLEMENTE HERNANDEZ S/N,N/D,20 25 23.2 ,20 25 23.2 ,ACTIVO
SSJ_607,ADSL,10 MB,SSJ,FRANCISCO SARABIA,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,ANASTACIO BUSTAMANTE ESQ. LOPEZ PORTILLO,45090,-103.3919444,20.7202778,SUSPENDIDO
1401428F, iMAX,2 MB,SEJ,PREPARATORIA REGIONAL DE COLOTLAN,MATUTINO,BACHILLERATO,NORTE,COLOTLAN,COLOTLAN,HIDALGO 11,46200,-103.2517194,22.1159167,SIN SERVICIO
1402306J, iMAX,2 MB,SEJ,ESTANCIA VIEJA DE ABAJO,MATUTINO,PREESCOLAR,ALTOS ORTE,SAN JUAN DE LOS LAGOS,ESTANCIA VIEJA DE ABAJO,CONOCIDO LA ESTANCIA VIEJA DE ABAJO ,47000,-102.3078889,21.1914167,ACTIVO
1409365E, iMAX,2 MB,SEJ,MANUEL ACUÑA,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,AVENIDA SAN IGNACIO 313  ENTRE AVENIDA VALLARTA Y SAN MARTIN DE PORRES ,45040,-103.4036389,20.6721111,SIN SERVICIO
1404144X,ADSL,2 MB,SEJ,GUSTAVO DIAZ ORDAZ,MATUTINO,SECUNDARIA,CIENEGA,AYOTLAN,SAN JERONIMO,CONOCIDO,47930,-102.3404028,20.3991861,SUSPENDIDO
CCR_099, iMAX,2 MB,IEEA,SANTA CECILIA ,N/D,N/D,CENTRO,GUADALAJARA,GUADALAJARA,MANUEL M. PONCE # 1941  COL. SANTA CECILIA C.P. 44700,44700,-103.293115,20.704487,SIN SERVICIO
1401525F, iMAX,2 MB,SEJ,RAMON CORONA,MATUTINO,PRIMARIA,NORTE,SANTA MARIA DE LOS ANGELES,EL FRAILE,HIDALGO 15,46240,-103.2401528,22.2677167,SIN SERVICIO
SC_030,ADSL,2 MB,SC,GRAL. PAULINO AVARRO,09:00 A 20:30,ESTATAL,COSTA SUR,AUTLAN DE AVARRO,AUTLAN DE AVARRO,AV. CARLOS SANTANA # 248- 2,48900,-104.36076,19.776282,SUSPENDIDO
1407897A, iMAX,2 MB,SEJ,DIF GUADALAJARA 10,DISCONTINUO,INICIAL,CENTRO,GUADALAJARA,GUADALAJARA,COSTADO ORIENTE 20A SECCION MERCADO DE ABASTOS ENTRE ANCE Y BELLOTA ,44920,-103.3801667,20.6514722,ACTIVO
1401957B, iMAX,2 MB,SEJ,JOSE VASCONCELOS,MATUTINO,PREESCOLAR,ALTOS ORTE,LAGOS DE MORENO,LA PALMA,SAN JOSE 59,47400,-101.8290028,21.4060889,ACTIVO
1409096A, iMAX,2 MB,SEJ,FERNANDO MONTES DE OCA,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZUÑIGA,PALOMAR,SAN JOSE 106,45643,-103.4524444,20.5810556,ACTIVO
SC_189,ADSL,2 MB,SC,SAMARTIN,08:00 A 20:00,ESTATAL,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN  DE MORELOS,"SAMARTIN #.35, ESQ. INDEPENDENCIA",47600,-102.759365,20.815624,SUSPENDIDO
JCSSA007643,ADSL,10 MB,SSJ,ZAPOTLANEJO,N/D,N/D,CENTRO,ZAPOTLANEJO,ZAPOTLANEJO,CANTERA PIÑîN # 516,45030,-103.0683333,20.6222222,SUSPENDIDO
1409248A,ADSL,100 MB,SEJ,LAZARO CARDENAS DEL RIO,MATUTINO,SECUNDARIA,CENTRO,ZAPOPAN,ZAPOPAN,CIRCUNVALACIîN MISIîN DEL BOSQUE S/N,45130,-103.3894972,20.7634333,SUSPENDIDO
DIF_MUN_066,ADSL,10 MB,DIF,N/D,N/D,N/D,COSTA ORTE,PUERTO VALLARTA,N/D,MILENIO # 143 COL. LA AURORA,N/D,-105.228457,20.622018,SUSPENDIDO
177IJJ,ADSL,2 MB,GOB, ESPACIO PODER JOVEN TEOCALTICHE ,N/D,N/D,ALTOS ORTE,TEOCALTICHE,TEOCALTICHE, PEDRO MORENO O. 75 ,N/D,N/D,N/D,SUSPENDIDO
1404097H , iMAX,2 MB,SEJ,VICENTE SUAREZ,MATUTINO,PRIMARIA,CIENEGA,ATOTONILCO EL ALTO,SANTA RITA DE LOS ALTOS (LA ANGOSTURA),SANTA RITA S/N,47750,-102.6154167,20.5951944,SIN SERVICIO
1409435K, iMAX,2 MB,SEJ,TENAMAZTLI,VESPERTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,CASCADA,45066,-103.4702778,20.6355556,ACTIVO
1409079X, iMAX,2 MB,SEJ,FRANCISCO BULNES,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZUÑIGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),VALLE DE SAN MATEO,45655,-103.3681667,20.5461111,ACTIVO
1404431X, iMAX,2 MB,SEJ,NETZAHUALCOYOTL,MATUTINO,PREESCOLAR,SURESTE,TECALITLAN,TECALITLAN,COLON 173,49900,-103.3046528,19.4767639,SIN SERVICIO
JCSSA005292,ADSL,2 MB,SSJ,UNIDAD MOVIL TECALITLAN I,N/D,N/D,SURESTE,TECALITLAN,TECALITLAN,JUAREZ #321,49900,-103.3063889,19.4691667,SUSPENDIDO
1403871D, iMAX,2 MB,SEJ,ESC. SEC. TEC. O. 6,MATUTINO,SECUNDARIA,CIENEGA,PONCITLAN,PONCITLAN,FERNANDO VARGAS 20 ,45950,-102.9254167,20.3785,ACTIVO
1409935E, iMAX,2 MB,SEJ,CENTRO INTERDISCIPLINARIO PARA EL TRATAMIENTO E INVESTIGACION DEL AUTISMO,MATUTINO,ESPECIAL,CENTRO,ZAPOPAN,ZAPOPAN,"CALLE VEGA 5544,COL ARBOLEDA",45070,-103.4251389,20.6288889,SIN SERVICIO
1406245D, iMAX,2 MB,SEJ,GONZALO CHAPELA Y BLANCO,VESPERTINO,PREESCOLAR,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,GUANAJUATO,18290,-105.2181806,20.6283861,ACTIVO
DIF_JAL_015,ADSL,10 MB,DIF,CENTRO DE ATENCIîN A ANCIANOS EN DESAMPARO,N/D,N/D,CENTRO,GUADALAJARA,N/D,PABLO GUTIERREZ  378,N/D,-103.334066,20.680335,SUSPENDIDO
1404838H, iMAX,2 MB,SEJ,INDEPENDENCIA DE MEXICO,MATUTINO,PREESCOLAR,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,ZITACUARO 640,49093,-103.4673694,19.6772583,SIN SERVICIO
SSJ_275,ADSL,2 MB,SSJ,JUANACATLAN,N/D,N/D,CENTRO,JUANACATLAN,JUANACATLAN,ZARAGOZA # 78,45880,-103.1705556,20.5088889,SUSPENDIDO
14EPR0072S,ADSL,10 MB,SEJ,ALVARO OBREGON,N/D,N/D,N/D,EL ARENAL,EL ARENAL,AVENIDA AVELINO RUIZ 1A,45350,,,SUSPENDIDO
1408975G,ADSL,10 MB,SEJ,JUAN BAUTISTA IGUINIZ,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,TLAJOMULCO DE ZUÑIGA,VALLE DE LOS SABINOS,45640,-103.4294222,20.4584778,SUSPENDIDO
1412619H, iMAX,2 MB,SEJ,N/C,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZUÑIGA,EL CAPULIN,AURORA BOREAL SN,45640,-103.2746944,20.4743889,SIN SERVICIO
SPL_001, iMAX,2 MB,GOB,SEPLAN,N/D,SEPLAN,CENTRO,GUADALAJARA,N/D,"MAGISTERIO O. 1499; PRIMER PISO, COLONIA MIRAFLORES",N/D,-103.3492222,20.6942778,SIN SERVICIO
1408365J,ADSL,10 MB,SEJ,AGUSTIN BASAVE,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,LA CRUZ 2590,44300,-103.3139639,20.7086833,SUSPENDIDO
1407560H,ADSL,10 MB,SEJ,ADOLFO LOPEZ MATEOS,MATUTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,ANDALUCIA 2285,44220,-103.3510833,20.7158444,SUSPENDIDO
1405091A, iMAX,2 MB,SEJ,PATRIA,MATUTINO,PREESCOLAR,SUR,ZACOALCO DE TORRES,BENITO JUAREZ (CATARINA UNO),CAMINO REAL 1,45767,-103.6012667,20.2836333,ACTIVO
1405321A,INALAMBRICA,2 MB,SEJ,JOSE MA. MERCADO,MATUTINO,SECUNDARIA,SUR,TOLIMAN,SAN PEDRO TOXIN,CONOCIDO,49750,-103.9684972,19.5908861,SUSPENDIDO
1410393G, iMAX,2 MB,SEJ,JAIME TORRES BODET,VESPERTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,AGUSTIN MELGAR,45590,-103.2647222,20.6180556,SIN SERVICIO
SSJ_163,ADSL,2 MB,SSJ,ENCARNACIîN DE DIAZ II,N/D,N/D,ALTOS ORTE,ENCARNACION DE DIAZ,ENCARNACION DE DIAZ,ALLENDE Y LOPEZ MATEOS,47270,-102.2369444,21.5241667,SUSPENDIDO
1406272X,ADSL,10 MB,SEJ,1 DE MAYO,VESPERTINO,PRIMARIA,COSTA ORTE,PUERTO VALLARTA,PUERTO VALLARTA,MANUEL PEREZ TREVIÑO 540,48318,-105.2126694,20.6448778,SUSPENDIDO
186IJJ,ADSL,2 MB,IJJ,ESPACIO PODER JOVEN ZACOALCO DE TORRES,N/D,N/D,SUR,ZACOALCO DE TORRES,N/D,N/D,N/D,103¡34'60.00, 20¡13'60.00 ,SUSPENDIDO
1403017H, iMAX,2 MB,SEJ,GERARDO MURILLO,MATUTINO,PREESCOLAR,ALTOS SUR,ACATIC,SANTA RITA,CONOCIDO SANTA RITA,45470,-103.0221111,20.7713056,SIN SERVICIO
1403845C, iMAX,2 MB,SEJ,ESTADO DE JALISCO,MATUTINO,PRIMARIA,CIENEGA,OCOTLAN,PASO DE LA COMUNIDAD,RIO ZULA 7,47797,-102.7420806,20.3633556,SIN SERVICIO
1410106J, iMAX,2 MB,SEJ,GABRIELA MISTRAL,MATUTINO,PREESCOLAR,CENTRO,CUQUIO,LOS ZAPOTES,CONOCIDO,45480,-102.9279194,20.9769389,SIN SERVICIO
1412683X, iMAX,2 MB,SEJ,CENTRO DE MAESTROS 1403,N/D,CMAESTRO,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,AVENIDA MADERO Y CARRANZA,49000,-103.4730667,19.7027361,ACTIVO
1404277F,ADSL,2 MB,SEJ,ESC.  SEC. TEC. O. 99,MATUTINO,SECUNDARIA,CIENEGA,TUXCUECA,SAN LUIS SOYATLAN,"KM. 81, CARR. GUAD-JIQUILPAN",49440,-103.3054278,20.19725,SUSPENDIDO
CCR_187, iMAX,2 MB,SDH,"CORDICA 21, A.C.",N/D,N/D,CENTRO,GUADALAJARA,GUADALAJARA,AV. HIDALGO 1895,N/D,-103.377587,20.676557,ACTIVO
1410415K, iMAX,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,AVENIDA DE LAS ROSAS 530 ENTRE CAOBA Y RIO VERDE ,45500,-103.3380556,20.4297222,ACTIVO
JCSSA003793,INALAMBRICA,2 MB,SSJ,SAN ANDRES COHAMIATA,N/D,N/D,NORTE,MEZQUITIC,SAN ANDRES COHAMIATA,FRENTE AL ALBERGUE,46040,-104.2408333,22.1894444,SUSPENDIDO
1409595B,ADSL,10 MB,SEJ,JOSE ANTONIO TORRES,MATUTINO,SECUNDARIA,CENTRO,ZAPOPAN,ZAPOPAN,JUAN DEL CARMEN  Y PERIFERICO TE.,45180,-103.3567444,20.7311833,SUSPENDIDO
JCSSA004085,ADSL,2 MB,SSJ,UNIDAD MOVIL PIHUAMO I,N/D,N/D,SURESTE,PIHUAMO,PIHUAMO,PRICILIANO SANCHEZ #99,49870,-103.3786111,19.2519444,SUSPENDIDO
1406147K, iMAX,2 MB,SEJ,JOSEFA ORTIZ DE DOMINGUEZ,MATUTINO,PRIMARIA,COSTA SUR,LA HUERTA,LA CONCHITA,CONOCIDO,48870,-104.5621222,19.5006111,SIN SERVICIO
1407288H,ADSL,2 MB,SEJ,MANUEL  M. DIEGUEZ,MATUTINO,SECUNDARIA,VALLES,TALA,TALA,"1¼ DE MAYO ¼35, COL. OBRERA",45300,-103.7089917,20.6682139,SUSPENDIDO
UDG_249,ADSL,2 MB,UDG,ESC. PREPA. REG. DE DEGOLLADO,N/D,ESC. PREPA. REG. DE DEGOLLADO,CIENEGA,DEGOLLADO,N/D,ROBERTO QUEZADA O_ATE S/N DEGOLLADO JAL.,N/D,-102.139167,20.446944,SUSPENDIDO
1402692D, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,ALTOS SUR,JESUS MARIA,JESUS MARIA,MANUEL DOBLADO SN,47950,-102.21975,20.6104167,ACTIVO
1400997D, iMAX,2 MB,SEJ,ROSARIO,MATUTINO,PREESCOLAR,ALTOS SUR,VALLE DE GUADALUPE,EL ROSARIO (EL CRUCERO DE CA_ADAS),CONOCIDO,47280,-102.5834667,21.0463806,SIN SERVICIO
1409764E, iMAX,2 MB,SEJ,PATRIA,VESPERTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,PLAYA YELAPA ORTE Y JOSE MANUEL ARREOLA,45050,-103.4298333,20.6529167,ACTIVO
1410895X, iMAX,2 MB,SEJ,LUIS GARCIA AVARRO,MATUTINO,PRIMARIA,CENTRO,TONALA,TONALA,"MELQUIADES PRECIADO PARTIDA 1,COL LA LADRILLERA",45428,-103.2305556,20.5980833,ACTIVO
1409175E, iMAX,2 MB,SEJ,PRIMITIVO TOLENTINO,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,5 DE MAYO 35 ,45236,-103.4808333,20.7672222,ACTIVO
1410715C, iMAX,2 MB,SEJ,ANITA CARDENAS MIRANDA,MATUTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,SANTA ANITA,ROBLE 251 COL. INF. SANTA ANITA.,45600,-103.4211667,20.5499167,ACTIVO
UDG_60, iMAX,2 MB,UDG,N/D,N/D,N/D,CENTRO,GUADALAJARA,N/D,"CALLE COLON Y PEDRO MORENO S/N, COL. CENTRO C.P. 4100, GUADALAJARA",44100,-103.348278,20.675639,SIN SERVICIO
DIF_MUN_086, iMAX,2 MB,DIF,N/D,N/D,N/D,SURESTE,TAMAZULA DE GORDIANO,N/D,NIGROMANTE # 102 ESQ. CUAHUTEMOC.,N/D,-103.255728,19.673111,SIN SERVICIO
1408094X,ADSL,10 MB,SEJ,SILVIA RAMIREZ RAMIREZ,MATUTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,GONZALEZ ORTEGA 319,44200,-103.3505917,20.6816722,SUSPENDIDO
1407131B, iMAX,2 MB,SEJ,MARIA GUTIERREZ RODRIGUEZ,MATUTINO,PREESCOLAR,VALLES,ETZATLAN,ETZATLAN,PORFIRIO DIAZ 200,46500,-104.0713278,20.7685389,ACTIVO
1403464J, iMAX,2 MB,SEJ,ROSAURA ZAPATA,MATUTINO,PREESCOLAR,CIENEGA,ATOTONILCO EL ALTO,ATOTONILCO EL ALTO,PORFIRIO DIAZ,47750,-102.5007944,20.5527667,SIN SERVICIO
1408447D,ADSL,10 MB,SEJ,RAMON CORONA,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,MARIA REYES 55,44820,-103.2787611,20.6590972,SUSPENDIDO
1405292G, iMAX,2 MB,SEJ,FRANCISCO I MADERO,VESPERTINO,PRIMARIA,SUR,AMACUECA,COFRADIA DEL ROSARIO,CONOCIDO,49370,-103.5546,20.0300333,SIN SERVICIO
1410754G, iMAX,2 MB,SEJ,COLEGIO DE BACHILLERES 1,MATUTINO,BACHILLERATO,CENTRO,TONALA,TONALA,ANTONIO CASO 199  COL. BASILIO VADILLA,45406,-103.2478,20.6516,SIN SERVICIO
1408561G, iMAX,2 MB,SEJ,REVOLUCION MEXICANA,VESPERTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,OTHON BLANCO CACERES 15,44980,-103.3795556,20.6145833,ACTIVO
1403037A, iMAX,2 MB,SEJ,GABRIELA MISTRAL,MATUTINO,PREESCOLAR,ALTOS SUR,ACATIC,TEQUILILLA,CONOCIDO,45470,-102.8384722,20.797225,SIN SERVICIO
1409012B, iMAX,2 MB,SEJ,JUAN JACOBO ROUSSEAU,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZUÑIGA,LOMAS DE TEJEDA,LAZARO CARDENAS 33,45640,-103.4009722,20.468,SIN SERVICIO
CCR_185, iMAX,2 MB,SDH,INSTITUCION HERMANOS UNIDOS PROYECCION A.C.,N/D,N/D,CENTRO,ZAPOPAN,N/D,AV. PATRIA 2985,N/D,-103.41931,20.63946,ACTIVO
1410722D, iMAX,2 MB,SEJ,20 DE OVIEMBRE,MATUTINO,PRIMARIA,CENTRO,TLAQUEPAQUE,SAN MARTIN DE LAS FLORES DE ABAJO,EMILIANO ZAPATA 1321 ENTRE 5 DE MAYO Y PRIV EMILIANO ZAPATA ,45620,-103.2891,20.5958,ACTIVO
1407769B, iMAX,2 MB,SEJ,JOSEFA ORTIZ DE DOMINGUEZ,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,BARTOLOME GUTIERREZ 3016 ENTRE CARLOS A CARRILLO Y PABLO MORENO ,44970,-103.3648611,20.6253611,SIN SERVICIO
1402906E,ADSL,2 MB,SEJ,SILVANO BARBA GONZALEZ,MATUTINO,PRIMARIA,ALTOS SUR,VALLE DE GUADALUPE,VALLE DE GUADALUPE,RAMON CORONA 53,47380,-102.6183361,21.0126389,SUSPENDIDO
1407710K, iMAX,2 MB,SEJ,NIÑOS HEROES,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,AVENIDA MALECON 500,44820,-103.2761111,20.6608333,SIN SERVICIO
1403978K,ADSL,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PRIMARIA,CIENEGA,TOTOTLAN,TOTOTLAN,HIDALGO PONIENTE 110,47730,-102.7964,20.5418083,SUSPENDIDO
1409998G, iMAX,2 MB,SEJ,CAIC HEROES ACIONALES,DISCONTINUO,PREESCOLAR,CENTRO,ZAPOPAN,NUEVO MEXICO,TERCERA PONIENTE 3949,45131,-103.4522333,20.764,SIN SERVICIO
1404897E,ADSL,10 MB,SEJ,LEOPOLDO ANAYA DIAZ,VESPERTINO,PRIMARIA,SUR,SAYULA,SAYULA,VALLARTA 280,49300,-103.60065,19.8742778,SUSPENDIDO
1408671J,ADSL,10 MB,SEJ,COLEGIO DE BACHILLERES 13,MATUTINO,BACHILLERATO,CENTRO,TONALA,TONALA,PUERTO VALLARTA 11,45403,-103.2620528,20.6883472,SUSPENDIDO
1403685X,ADSL,2 MB,SEJ,PREPARATORIA REGIONAL DE DEGOLLADO,MATUTINO,BACHILLERATO,CIENEGA,DEGOLLADO,DEGOLLADO,DEGOLLADO,47980,-102.1475,20.4491667,SUSPENDIDO
1406956F, iMAX,2 MB,SEJ,CUAUHTEMOC,MATUTINO,PRIMARIA,VALLES,AMECA,EL CABEZON (EL LIMON),PLAZA PAZ CORTAZAR 118,46725,-103.9526944,20.4980556,ACTIVO
JCSSA007141,ADSL,100 MB,SSJ,MESA COLORADA,N/D,N/D,CENTRO,ZAPOPAN,ZAPOPAN,JICAMA # 24,45180,-103.3919444,20.7202778,SUSPENDIDO
1404801G,ADSL,10 MB,SEJ,JOSE VASCONCELOS CALDERON,MATUTINO,SECUNDARIA,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,JOSE VASCONCELOS ¼ 83 COL. REVOLUCION ,49050,-103.4771306,19.7057194,SUSPENDIDO
SC_147,ADSL,2 MB,SC,DR. PEDRO DE ALBA,08:00 A 20:00,ESTATAL,ALTOS ORTE,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,PASAJE PEDRO MORENO # 12 INT. 1,47000,-102.334591,21.24581,SUSPENDIDO
1409720C,ADSL,10 MB,SEJ,S/N,MATUTINO,SECUNDARIA,CENTRO,ZAPOPAN,ZAPOPAN,PASEO DE LOS CAFETOS ¼ 2815,45100,-103.3676583,20.7434917,SUSPENDIDO
SC_125,ADSL,2 MB,SC,SOR JUANA INES DE LA CRUZ,09:00 A 15:00 Y 14:00 A 20:00,ESTATAL,ALTOS SUR,MEXTICACAN,MEXTICACAN, RAMON CORONA #. 2 ALTOS,47340,-102.777172,21.264045,SUSPENDIDO
1406431J,ADSL,2 MB,SEJ,ESC. SEC. TEC. O. 143,MATUTINO,SECUNDARIA,COSTA ORTE,TOMATLAN,JOSE MARIA PINO SUAREZ (NUEVO AHUAPA),JOSE MA. PINO SUAREZ,48450,-105.3268667,19.9478111,SUSPENDIDO
1409115D, iMAX,2 MB,SEJ,LAZARO CARDENAS,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZUÑIGA,LA PIEDRERA,LOMA DORADA PONIENTE 40,45645,-103.4683333,20.5221667,ACTIVO
JCSSA002236,ADSL,10 MB,SSJ,C.S. LA OGALERA,N/D,N/D,CENTRO,GUADALAJARA,GUADALAJARA,AJONJOLI Y GARBANZO #S/N,44470,-103.3461111,20.6763889,SUSPENDIDO
SSJ_559,ADSL,2 MB,SSJ,CENTRO DE SALUD VALLE DE JUAREZ,N/D,N/D,SURESTE,VALLE DE JUAREZ,VALLE DE JUAREZ,AV. ING. VILLASEÑOR # 102,49540,-102.9444444,19.9325,SUSPENDIDO
1403302K, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PRIMARIA,ALTOS SUR,ARANDAS,LA GLORIA,CONOCIDO,47187,-102.3845694,20.6130667,ACTIVO
1410493H, iMAX,2 MB,SEJ,ROSAURA ZAPATA,MATUTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,TLAQUEPAQUE,FRANCISCO SILVA ROMERO,45599,-103.355,20.5961111,ACTIVO
1405703X, iMAX,2 MB,SEJ,IGNACIO ZARAGOZA,MATUTINO,PREESCOLAR,COSTA SUR,AUTLAN DE AVARRO,AUTLAN DE AVARRO,LAUREL 224,48900,-104.3672722,19.7559444,SIN SERVICIO
1406919J,ADSL,10 MB,SEJ,MA YOLANDA CASTILLERO DE ROMERO,MATUTINO,PRIMARIA,VALLES,AMECA,AMECA,FRANCISCO MARQUEZ 38,46649,-104.0455778,20.5354417,SUSPENDIDO
1411382G,ADSL,2 MB,SEJ,EMSAD AYOTLAN,VESPERTINO,BACHILLERATO,CIENEGA,AYOTLAN,AYOTLAN,DOM CON,47930,-102.3273472,20.5291806,SUSPENDIDO
DIF_CDI_044, iMAX,2 MB,DIF,CAIC IXTLAHUACAN DEL RIO,N/D,N/D,CENTRO,IXTLAHUACAN DEL RIO,N/D,"HIDALGO 492, COL. DE LA CRUZ, IXTLAHUACAN DEL RIO",N/D,-103.2396111,20.8676111,SIN SERVICIO
1404881A,ADSL,10 MB,SEJ,ADOLFO LOPEZ MATEOS,VESPERTINO,PRIMARIA,SUR,SAYULA,SAYULA,GONZALEZ ORTEGA,49300,-103.6035861,19.8803972,SUSPENDIDO
1410296G, iMAX,2 MB,SEJ,FORANEA O. 10,MATUTINO,SECUNDARIA,CENTRO,EL SALTO,EL SALTO,"AVENIDA REVOLUCION , COL POTREROS",45680,-103.1872222,20.5175,ACTIVO
1407199B, iMAX,2 MB,SEJ,JOSE MA MORELOS Y PAVON,MATUTINO,PRIMARIA,VALLES,MAGDALENA,OJO ZARCO,EMILIANO ZAPATA 16,46470,-104.0598917,20.950825,SIN SERVICIO
1405401X,ADSL,2 MB,SEJ,LUIS DONALDO COLOSIO MURRIETA,MATUTINO,SECUNDARIA,SIERRA DE AMULA,EL GRULLO,EL GRULLO,CIRCUNVALACIîN ¡  220,48740,-104.2237222,19.8004333,SUSPENDIDO
1404748X, iMAX,2 MB,SEJ,AGUSTIN YAÑEZ,MATUTINO,PREESCOLAR,SUR,ZAPOTLAN EL GRANDE,CIUDAD GUZMAN,ALCALDE,49099,-103.4558,19.7152083,SIN SERVICIO
SC_257, iMAX,2 MB,SC,LIC. FRANCISCO MEDINA ASCENCIO,09:00 A 21:00,MUNICIPAL,CENTRO,ZAPOPAN,SAN JUAN DE OCOTAN,INDEPENDENCIA # 214,45019,-103.4538889,20.7119167,SIN SERVICIO
1401556E, iMAX,2 MB,SEJ,JOSE VASCONCELOS,MATUTINO,PRIMARIA,NORTE,VILLA GUERRERO,SANTA RITA,SANTA RITA,46100,-103.6034944,21.9971722,ACTIVO
1410737D, iMAX,2 MB,SEJ,MA HELENA COSIO VIDAURRI,MATUTINO,PREESCOLAR,CENTRO,TLAQUEPAQUE,EL SAUZ,ISLA GOMERA 4351,45608,-103.3945278,20.6229444,ACTIVO
1412221G,ADSL,10 MB,SEJ,ESCUELA PREPARATORIA REGIONAL DE TEPATITLAN,DISCONTINUO,BACHILLERATO,ALTOS SUR,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS,AVENIDA GONZALEZ GALLO 205,47600,-102.7676111,20.8195833,SUSPENDIDO
SSJ_346, iMAX,2 MB,SSJ,PONCITLAN,N/D,N/D,CIENEGA,PONCITLAN,PONCITLAN,FERNANDO VARGAS S/N,45950,-102.935,20.3869444,SIN SERVICIO
SSJ_238,ADSL,10 MB,SSJ,C.S.R. ATEQUIZA,N/D,N/D,CENTRO,IXTLAHUACAN DE LOS MEMBRILLOS,ATEQUIZA,LOPEZ COTILLA #52,45860,-103.1355556,20.3952778,SUSPENDIDO
GOB_ETZATLAN, iMAX,2 MB,GOB,PRESIDENCIA MUNICIPAL DE ETZATLAN,MIXTO,PRESIDENCIA MUNICIPAL,VALLES,ETZATLAN,ETZATLAN,ESCOBEDO 320,46500,-104.0808528,20.76368056,ACTIVO
1403869A, iMAX,2 MB,SEJ,RAMON CORONA,MATUTINO,PRIMARIA,CIENEGA,PONCITLAN,PONCITLAN,EMILIO CARRANZA 27,45950,-102.9274722,20.3845556,ACTIVO
